id,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Flow ID,Src IP,Src Port,Dst IP
AL-0150,49148,6,14/02/2018 02:17:58,368098,21,21,2665,1912,976,0,126.9047619048,263.5746392887,640,0,91.0476190476,139.6790879804,12434.1887214818,114.1000494434,8978.0,23972.163226334,113886,5,368098,18404.9,44283.3702491246,158904,5,366988,18349.4,34115.185941624,113886,266,0,0,0,0,688,672,57.0500247217,57.0500247217,0,976,106.4418604651,207.2918694941,42969.919158361,0,0,0,1,0,0,0,0,1,108.9761904762,126.9047619048,91.0476190476,0,0,0,0,0,0,21,2665,21,1912,26883,241,15,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0151,35812,6,14/02/2018 02:11:35,14529,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,206.483584555,7264.5,9813.9350160881,14204,325,0,0.0,0.0,0,0,14204,14204.0,0.0,14204,14204,0,0,0,0,32,76,68.8278615183,137.6557230367,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0152,80,6,14/02/2018 08:47:24,486451,5,3,214,466,214,0,42.8,95.703709437,466,0,155.3333333333,269.0452254424,1397.8797453392,16.4456440628,69493.0,118598.272276623,243823,7,486451,121612.75,140415.116829528,243842,7,244037,122018.5,172295.759624258,243850,187,0,0,0,0,168,104,10.2785275393,6.1671165236,0,466,75.5555555556,162.6246530443,26446.7777777778,0,0,0,1,0,0,0,0,0,85.0,42.8,155.3333333333,0,0,0,0,0,0,5,214,3,466,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0153,67,17,14/02/2018 12:51:06,593,1,1,300,329,300,300,300.0,0.0,329,329,329.0,0.0,1060708.26306914,3372.6812816189,593.0,0.0,593,593,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1686.3406408094,1686.3406408094,300,329,309.6666666667,16.7431578065,280.3333333333,0,0,0,0,0,0,0,0,1,464.5,300.0,329.0,0,0,0,0,0,0,1,300,1,329,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0154,22,6,14/02/2018 08:40:23,8804066,14,11,1143,2209,744,0,81.6428571429,203.7455453568,976,0,200.8181818182,362.2498635422,380.7331748762,2.839597068,366836.083333333,511356.609732762,1928102,21,8804066,677235.846153846,532416.970958985,1928102,246924,7715481,771548.1,755543.082716951,2174893,90,0,0,0,0,456,360,1.5901743581,1.2494227099,0,976,128.9230769231,279.7630315931,78267.3538461539,0,0,0,1,0,0,0,0,0,134.08,81.6428571429,200.8181818182,0,0,0,0,0,0,14,1143,11,2209,5808,233,6,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0155,0,0,14/02/2018 11:45:19,112640462,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266334135,56320231.0,35.3553390593,56320256,56320206,112640462,56320231.0,35.3553390593,56320256,56320206,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266334135,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320231.0,35.3553390593,56320256,56320206,,,,
AL-0156,80,6,14/02/2018 08:47:27,484168,5,3,214,466,214,0,42.8,95.703709437,466,0,155.3333333333,269.0452254424,1404.4711752945,16.5231902976,69166.8571428571,118031.003739736,242059,15,484168,121042.0,139748.210108991,242074,16,242302,121151.0,171044.887728339,242098,204,0,0,0,0,168,104,10.326993936,6.1961963616,0,466,75.5555555556,162.6246530443,26446.7777777778,0,0,0,1,0,0,0,0,0,85.0,42.8,155.3333333333,0,0,0,0,0,0,5,214,3,466,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0157,43184,6,14/02/2018 02:15:07,5347,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,561.0622779128,2673.5,3383.5059479776,5066,281,0,0.0,0.0,0,0,5066,5066.0,0.0,5066,5066,0,0,0,0,32,76,187.0207593043,374.0415186086,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0158,51972,6,14/02/2018 02:05:46,9966,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,301.0234798314,4983.0,6525.1813767895,9597,369,0,0.0,0.0,0,0,9597,9597.0,0.0,9597,9597,0,0,0,0,32,76,100.3411599438,200.6823198876,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0159,9984,6,14/02/2018 12:14:10,1317502,3,3,448,64,320,64,149.3333333333,147.8016689125,64,0,21.3333333333,36.9504172281,388.6142108323,4.5540727832,263500.4,496196.351456558,1148044,179,1233823,616911.5,872191.465856265,1233644,179,1233690,616845.0,751228.830119026,1148044,85646,1,0,0,0,60,60,2.2770363916,2.2770363916,0,320,82.2857142857,109.0775172155,11897.9047619048,0,1,0,0,1,0,0,0,1,96.0,149.3333333333,21.3333333333,0,0,0,0,0,0,3,448,3,64,253,252,2,20,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0160,9984,6,14/02/2018 09:30:03,347411,5,5,3488,672,1168,0,697.6,452.9158862305,560,0,134.4,239.6263758437,11974.2898181117,28.7843505243,38601.2222222222,32904.5404647207,83788,150,347411,86852.75,78445.8488613855,179854,150,237484,59371.0,34549.1771537326,89706,28398,1,0,0,0,100,100,14.3921752622,14.3921752622,0,1168,445.0909090909,440.0330566095,193629.090909091,0,1,0,0,1,0,0,0,1,489.6,697.6,134.4,0,0,0,0,0,0,5,3488,5,672,253,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0161,443,6,14/02/2018 12:16:22,448278,975,2664,8515424,4296,37232,0,8733.7682051282,7311.7164244432,1432,0,1.6126126126,39.2450260246,19005438.5894467,8117.7305154391,123.2210005498,1312.8742311646,41795,0,448278,460.2443531828,2721.5352288543,49902,1,429589,161.3176868194,1878.9411023578,80050,0,0,0,0,0,19520,60632,2174.9896269726,5942.7408884665,0,37232,2340.5824175824,5409.9830091402,29267916.1591851,0,0,0,1,0,0,0,0,2,2341.2256114317,8733.7682051282,1.6126126126,0,0,0,0,0,0,975,8515424,2664,4296,26883,3848,963,20,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0162,0,0,14/02/2018 11:56:35,112640697,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333579,56320348.5,139.3000358938,56320447,56320250,112640697,56320348.5,139.3000358938,56320447,56320250,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333579,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320348.5,139.3000358938,56320447,56320250,,,,
AL-0163,45058,6,14/02/2018 02:16:00,293335,23,21,2665,1944,976,0,115.8695652174,253.9542378869,640,0,92.5714285714,139.8186580641,15712.4107249391,149.9991477321,6821.7441860465,18587.5845098063,92416,3,293335,13333.4090909091,34165.5743119118,129495,14,291929,14596.45,25572.752208624,92416,228,0,0,0,0,752,672,78.4086454054,71.5905023267,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,0,0,104.75,115.8695652174,92.5714285714,0,0,0,0,0,0,23,2665,21,1944,26883,241,15,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0164,0,0,14/02/2018 02:06:07,112640537,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333958,56320268.5,98.2878425849,56320338,56320199,112640537,56320268.5,98.2878425849,56320338,56320199,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333958,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320268.5,98.2878425849,56320338,56320199,,,,
AL-0165,0,0,14/02/2018 09:44:14,112641185,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332425,56320592.5,17.6776695297,56320605,56320580,112641185,56320592.5,17.6776695297,56320605,56320580,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332425,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320592.5,17.6776695297,56320605,56320580,,,,
AL-0166,33892,6,14/02/2018 02:10:39,6513,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,460.6172270843,3256.5,4195.2645327798,6223,290,0,0.0,0.0,0,0,6223,6223.0,0.0,6223,6223,0,0,0,0,32,76,153.5390756948,307.0781513895,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0167,22,6,14/02/2018 09:36:16,1859492,11,11,1123,1969,648,0,102.0909090909,197.4216069965,976,0,179.0,364.1864906885,1662.8197378639,11.831188303,88547.2380952381,119972.203999053,254803,10,1859492,185949.2,129113.120689486,292548,29,1605836,160583.6,129395.791910969,293145,76,0,0,0,0,360,360,5.9155941515,5.9155941515,0,976,134.4347826087,283.4445313841,80340.8023715415,0,0,0,1,0,0,0,0,1,140.5454545455,102.0909090909,179.0,0,0,0,0,0,0,11,1123,11,1969,14600,230,7,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0168,0,0,14/02/2018 08:53:33,112641065,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332709,56320532.5,79.9030662741,56320589,56320476,112641065,56320532.5,79.9030662741,56320589,56320476,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332709,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320532.5,79.9030662741,56320589,56320476,,,,
AL-0169,0,0,14/02/2018 01:32:20,112640744,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333468,56320372.0,14.1421356237,56320382,56320362,112640744,56320372.0,14.1421356237,56320382,56320362,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333468,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320372.0,14.1421356237,56320382,56320362,,,,
AL-0170,0,0,14/02/2018 12:50:05,112640755,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333442,56320377.5,54.4472221514,56320416,56320339,112640755,56320377.5,54.4472221514,56320416,56320339,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333442,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320377.5,54.4472221514,56320416,56320339,,,,
AL-0171,80,6,14/02/2018 08:47:31,525965,5,3,207,459,207,0,41.4,92.5732142685,459,0,153.0,265.003773558,1266.2439515937,15.2101375567,75137.8571428571,128229.428665223,262863,13,525965,131491.25,151808.203288173,263035,13,263081,131540.5,185767.558019424,262898,183,0,0,0,0,168,104,9.5063359729,5.7038015838,0,459,74.0,159.7834472028,25530.75,0,0,0,1,0,0,0,0,0,83.25,41.4,153.0,0,0,0,0,0,0,5,207,3,459,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0172,0,0,14/02/2018 11:48:08,112640454,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266334154,56320227.0,33.941125497,56320251,56320203,112640454,56320227.0,33.941125497,56320251,56320203,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266334154,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320227.0,33.941125497,56320251,56320203,,,,
AL-0173,0,0,14/02/2018 12:36:00,112640824,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333279,56320412.0,315.3696244092,56320635,56320189,112640824,56320412.0,315.3696244092,56320635,56320189,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333279,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320412.0,315.3696244092,56320635,56320189,,,,
AL-0174,80,6,14/02/2018 08:47:22,530813,5,3,215,467,215,0,43.0,96.1509230325,467,0,155.6666666667,269.6225757116,1284.8215850026,15.0712209384,75830.4285714286,129270.254005394,265278,17,530813,132703.25,152977.445148787,265301,17,265518,132759.0,187483.706177364,265330,188,0,0,0,0,168,104,9.4195130865,5.6517078519,0,467,75.7777777778,163.0312683029,26579.1944444444,0,0,0,1,0,0,0,0,0,85.25,43.0,155.6666666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0175,57454,6,14/02/2018 02:08:25,46537,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,64.4648344328,23268.5,32335.2859968796,46133,404,0,0.0,0.0,0,0,46133,46133.0,0.0,46133,46133,0,0,0,0,32,76,21.4882781443,42.9765562885,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0176,54898,6,14/02/2018 02:07:10,8062,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,372.1161002233,4031.0,5259.4602384655,7750,312,0,0.0,0.0,0,0,7750,7750.0,0.0,7750,7750,0,0,0,0,32,76,124.0387000744,248.0774001488,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0177,0,0,14/02/2018 10:09:34,112641397,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266331924,56320698.5,68.5893577751,56320747,56320650,112641397,56320698.5,68.5893577751,56320747,56320650,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266331924,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320698.5,68.5893577751,56320747,56320650,,,,
AL-0178,80,6,14/02/2018 08:47:30,473511,5,3,203,455,203,0,40.6,90.7843598865,455,0,151.6666666667,262.6943724813,1389.6192485497,16.8950668517,67644.4285714286,115187.330554561,236286,19,473511,118377.75,136250.664760152,236443,20,237236,118618.0,167495.211686782,237055,181,0,0,0,0,168,104,10.5594167823,6.3356500694,0,455,73.1111111111,158.1640322928,25015.8611111111,0,0,0,1,0,0,0,0,0,82.25,40.6,151.6666666667,0,0,0,0,0,0,5,203,3,455,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0179,39154,6,14/02/2018 02:13:11,3514,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,853.7279453614,1757.0,2016.668539944,3183,331,0,0.0,0.0,0,0,3183,3183.0,0.0,3183,3183,0,0,0,0,32,76,284.5759817871,569.1519635743,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0180,0,0,14/02/2018 09:01:59,112640750,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333454,56320375.0,185.2619766709,56320506,56320244,112640750,56320375.0,185.2619766709,56320506,56320244,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333454,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320375.0,185.2619766709,56320506,56320244,,,,
AL-0181,0,0,14/02/2018 10:37:44,112641203,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332383,56320601.5,43.1335136524,56320632,56320571,112641203,56320601.5,43.1335136524,56320632,56320571,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332383,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320601.5,43.1335136524,56320632,56320571,,,,
AL-0182,58816,6,14/02/2018 02:09:04,5640,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,531.914893617,2820.0,3507.2496346853,5300,340,0,0.0,0.0,0,0,5300,5300.0,0.0,5300,5300,0,0,0,0,32,76,177.304964539,354.609929078,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0183,0,0,14/02/2018 12:52:54,112640615,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333773,56320307.5,34.6482322781,56320332,56320283,112640615,56320307.5,34.6482322781,56320332,56320283,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333773,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320307.5,34.6482322781,56320332,56320283,,,,
AL-0184,0,0,14/02/2018 08:50:44,112640904,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633309,56320452.0,45.2548339959,56320484,56320420,112640904,56320452.0,45.2548339959,56320484,56320420,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633309,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320452.0,45.2548339959,56320484,56320420,,,,
AL-0185,0,0,14/02/2018 12:19:07,112640484,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266334083,56320242.0,16.9705627485,56320254,56320230,112640484,56320242.0,16.9705627485,56320254,56320230,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266334083,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320242.0,16.9705627485,56320254,56320230,,,,
AL-0186,49148,6,14/02/2018 02:04:24,254,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7874.0157480315,254.0,0.0,254,254,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,3937.0078740158,3937.0078740158,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0187,22,6,14/02/2018 08:40:13,6453966,15,10,1239,2273,744,0,82.6,196.7412368715,976,0,227.3,371.6778922072,544.1615279659,3.8735871865,268915.25,247443.778966007,673900,22,6453966,460997.571428571,123109.423587757,673900,229740,5637902,626433.555555556,455082.21422401,1167293,554,0,0,0,0,488,328,2.3241523119,1.5494348746,0,976,135.0769230769,277.8347599674,77192.1538461539,0,0,0,1,0,0,0,0,0,140.48,82.6,227.3,0,0,0,0,0,0,15,1239,10,2273,65535,233,6,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0188,0,0,14/02/2018 11:03:05,112639458,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266336509,56319729.0,24.0416305603,56319746,56319712,112639458,56319729.0,24.0416305603,56319746,56319712,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266336509,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56319729.0,24.0416305603,56319746,56319712,,,,
AL-0189,0,0,14/02/2018 09:16:04,112641124,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633257,56320562.0,7.0710678119,56320567,56320557,112641124,56320562.0,7.0710678119,56320567,56320557,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633257,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320562.0,7.0710678119,56320567,56320557,,,,
AL-0190,9984,6,14/02/2018 11:53:08,2887911,10,15,832,448,320,0,83.2,85.5995846304,64,0,29.8666666667,33.0494578876,443.2269554013,8.6567764727,120329.625,177115.205630296,724656,24,2800042,311115.777777778,265036.755735303,807869,24,2804248,200303.428571429,196279.418655656,724656,34366,1,0,0,0,200,300,3.4627105891,5.1940658836,0,320,51.6923076923,62.7571632442,3938.4615384615,0,1,0,0,1,0,0,0,1,53.76,83.2,29.8666666667,0,0,0,0,0,0,10,832,15,448,256,253,8,20,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0191,45158,6,14/02/2018 02:16:03,375784,23,21,2665,1960,976,0,115.8695652174,253.9542378869,640,0,93.3333333333,139.881854911,12307.6022395844,117.0885402252,8739.1627906977,18937.1636659496,89381,5,375784,17081.0909090909,33780.3165734258,126154,7,375410,18770.5,28289.9036695352,89381,214,0,0,0,0,752,672,61.2053732996,55.8831669257,0,976,102.7777777778,203.7465994015,41512.6767676768,0,0,0,1,0,0,0,0,0,105.1136363636,115.8695652174,93.3333333333,0,0,0,0,0,0,23,2665,21,1960,26883,241,15,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0192,34438,6,14/02/2018 02:10:55,10215,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,293.6857562408,5107.5,6631.9545007486,9797,418,0,0.0,0.0,0,0,9797,9797.0,0.0,9797,9797,0,0,0,0,32,76,97.8952520803,195.7905041605,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0193,22,6,14/02/2018 02:16:34,3681401,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.5432714339,3681401.0,0.0,3681401,3681401,3681401,3681401.0,0.0,3681401,3681401,0,0.0,0.0,0,0,0,0,0,0,40,0,0.5432714339,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,29,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0194,0,0,14/02/2018 09:04:48,112640660,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333667,56320330.0,84.8528137424,56320390,56320270,112640660,56320330.0,84.8528137424,56320390,56320270,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320330.0,84.8528137424,56320390,56320270,,,,
AL-0195,0,0,14/02/2018 01:06:59,112641124,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633257,56320562.0,15.5563491861,56320573,56320551,112641124,56320562.0,15.5563491861,56320573,56320551,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633257,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320562.0,15.5563491861,56320573,56320551,,,,
AL-0196,67,17,14/02/2018 09:48:45,666,1,1,300,329,300,300,300.0,0.0,329,329,329.0,0.0,944444.444444444,3003.003003003,666.0,0.0,666,666,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1501.5015015015,1501.5015015015,300,329,309.6666666667,16.7431578065,280.3333333333,0,0,0,0,0,0,0,0,1,464.5,300.0,329.0,0,0,0,0,0,0,1,300,1,329,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0197,80,6,14/02/2018 08:47:28,472066,5,3,214,466,214,0,42.8,95.703709437,466,0,155.3333333333,269.0452254424,1440.4765435342,16.9467828651,67438.0,115085.569938199,235916,12,472066,118016.5,136253.535617735,236120,12,236112,118056.0,166694.766810479,235927,185,0,0,0,0,168,104,10.5917392907,6.3550435744,0,466,75.5555555556,162.6246530443,26446.7777777778,0,0,0,1,0,0,0,0,0,85.0,42.8,155.3333333333,0,0,0,0,0,0,5,214,3,466,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
